Station,Band Size,Bander,Recorder,Capture,Res vs Mig,Time,Net,Band #,Species,Chord,Flat Wing,Tail,Fat,BP,CP,B-molt,P-molt,S-molt,T-molt,Skull,Age,How aged,How aged,Sex,How sexed,How sexed,Weight,Month,Day,Year,Culmen,Bill Width,Notes
BARR,1A,,,1,s,900,5,0901-34550,BUOR,,,,1,0,0,N,N,N,N,9,5,H,,M,P,,30.3,5,21,1993,,,
BARR,1A,,,1,m,920,6,0901-34551,GTTO,,,,,0,0,N,N,N,N,9,1,,,U,,,28.2,5,21,1993,,,
BARR,1A,,,1,s,930,8,0901-34552,BUOR,,,,1,0,1,N,N,N,N,9,1,,,F,P,,35.6,5,21,1993,,,
BARR,1A,,,1,s,930,,0901-34553,BUOR,,,,0,0,0,N,N,N,N,9,6,A,,F,P,,35.6,5,21,1993,,,
BARR,1A,,,1,s,850,4,0901-34554,BUOR,92,,76,0,2,0,N,N,N,N,9,5,H,,F,16,,,5,31,1993,,,
BARR,1A,,,1,s,910,6,0901-34555,BUOR,92,,73,1,0,0,N,N,N,N,9,1,,,F,P,,32.8,5,31,1993,,,
BARR,1A,,,1,m,730,2,0901-34556,GRCA,90,,94,2,0,0,Y,N,N,N,1,2,21,,U,,,37.7,9,8,1993,,,
BARR,1A,,,1,m,650,1,0901-34557,GRCA,89,,91,2,0,0,Y,N,N,N,1,2,21,,U,,,37.5,9,15,1993,,,
BARR,1A,,,1,m,740,3,0901-34558,SPTO,83,,,1,0,0,N,N,N,N,9,2,H,,M,P,,39,9,24,1993,,,
BARR,R,,,R,m,850,2,0901-34558,SPTO,84,,0,1,0,0,N,N,N,N,,2,2,,M,1,,0,9,27,1993,,,
BARR,R,,,R,m,850,2,0901-34558,SPTO,84,,0,1,0,0,N,N,N,N,,2,2,,M,P,,0,9,27,1993,,,
BARR,R,,,R,m,920,4,0901-34558,SPTO,87,,0,2,0,0,N,N,N,N,,2,13,,U,,,41.3,10,24,1993,,,
BARR,1A,,,1,m,740,4,0901-34559,SPTO,85,,,1,0,0,N,N,N,N,9,2,H,,M,P,,25.1,9,24,1993,,,
BARR,R,,,R,m,1000,2,0901-34559,SPTO,85,,0,2,0,0,N,N,N,N,,2,1,,M,1,,41.4,9,29,1993,,,
BARR,R,,,R,m,1000,2,0901-34559,SPTO,85,,0,2,0,0,N,N,N,N,,2,H,,M,P,,41.4,9,29,1993,,,
BARR,1A,,,1,m,850,3,0901-34560,SPTO,82,,,2,0,0,N,N,N,N,1,2,2,,M,P,,,9,27,1993,,,
BARR,1A,,,1,m,750,5,0901-34561,SPTO,79,,,3,0,0,N,N,N,N,3,1,21,,F,P,,37.2,10,4,1993,,,
BARR,R,,,R,m,720,4,0901-34562,SPTO,85,,0,2,0,0,N,N,N,N,,2,1,,U,,,38.3,10,20,1993,,,
BARR,R,,,R,m,720,4,0901-34562,SPTO,85,,0,2,0,0,N,N,N,N,,2,H,,U,,,38.3,10,20,1993,,,
BARR,1A,,,1,m,1000,3,0901-34562,SPTO,81,,,1,0,0,N,N,N,N,9,2,H,,M,P,,36.6,10,4,1993,,,
BARR,1A,,,1,s,,98,0901-34600,BUOR,100,,,3,,,1,N,N,N,2,2,HS,,F,P,,36,8,10,1995,,,
BARR,4A SB,MM,EY,1,p,840,99,0904-01901,ECDO,170,,134,0,,,N,7,4,1,,1,M,,U,,,145.7,9,10,2015,,,
BARR,4 SB,MM,KF,1,p,1030,,0924-01756,ECDO,177,,136,0,,,N,N,N,N,,0,,,U,,,,9,21,2015,,,Used wrong band size - mistake!
BARR,2,,,1,p,745,,0942-76601,AMRO,,,,,,,Y,N,N,N,3,1,,,F,,,,6,6,1987,,,
BARR,R,,,R,p,1030,0,0942-76602,AMRO,125,,99,0,1,3,,,,,0,1,,,M,P,,0,4,30,1988,,,
BARR,2,,,1,p,1545,,0942-76602,KILL,,,,,,,,,,,3,1,,,U,,,,7,17,1987,,,
BARR,2,,,1,m,945,,0942-76603,LEYE,,,,,,,,,,,3,1,,,U,,,0,8,30,1987,,,
BARR,2,,,1,m,1920,,0942-76604,LEYE,,,,,,,,,,,,1,,,U,,,0,9,20,1987,,,
BARR,2,,,1,m,620,,0942-76605,CONI,,,,,,,N,N,N,Y,,0,,,U,,,0,9,26,1987,,,
BARR,2,,,1,m,635,,0942-76606,CONI,,,,0,,,Y,N,N,N,,0,,,U,,,0,9,27,1987,,,
BARR,2,,,1,p,700,,0942-76609,AMRO,124,,,2,,,,,,,,1,,,F,P,,0,4,17,1988,,,
BARR,R,,,R,p,830,6,0942-76609,AMRO,126,,90,0,2,0,N,N,N,N,0,1,,,F,P,,0,4,24,1988,,,
BARR,R,,,R,p,1045,5,0942-76609,AMRO,0,,0,0,0,0,,,,,0,1,,,F,1,,0,4,18,1988,,,
BARR,R,,,R,p,1045,5,0942-76609,AMRO,0,,0,0,0,0,,,,,0,1,,,F,P,,0,4,18,1988,,,
BARR,2,,,1,p,700,,0942-76610,AMRO,130,,,,,,,,,,,5,H,,M,P,,0,4,17,1988,,,
BARR,R,,,R,p,700,0,0942-76610,AMRO,125,,85,0,2,0,N,N,N,N,0,5,1,,M,1,,0,5,22,1988,,,
BARR,R,,,R,p,700,0,0942-76610,AMRO,125,,85,0,2,0,N,N,N,N,0,5,H,,M,P,,0,5,22,1988,,,
BARR,R,,,R,p,830,1,0942-76610,AMRO,133,,94,0,0,2,N,N,N,N,0,5,1,,M,P,,0,4,25,1988,,,
BARR,R,,,R,p,830,1,0942-76610,AMRO,133,,94,0,0,2,N,N,N,N,0,5,H,,M,P,,0,4,25,1988,,,
BARR,R,,,R,p,600,1,0942-76611,AMRO,0,,0,0,0,0,,,,,0,1,,,U,,,0,6,11,1988,,,
BARR,2,,,1,p,700,,0942-76611,AMRO,129,,,,,,,,,,,1,A,,U,P,,0,4,17,1988,,,"FIRST BIRD OF CBO, REPEAT ON 05/21/88"
BARR,R,,,R,p,900,3,0942-76611,AMRO,0,,0,0,3,0,N,N,N,N,0,1,,,F,P,,0,5,18,1988,,,BAND NUMBER MISSING
BARR,R,,,R,p,900,3,0942-76611,AMRO,0,,0,0,3,0,N,N,N,N,0,1,,,F,P,,0,5,18,1988,,,BAND NUMBER MISSING
BARR,R,,,R,p,1100,1,0942-76611,AMRO,130,,97,0,3,0,N,N,N,N,0,6,1,,F,P,,0,5,21,1988,,,WING 130mm
BARR,R,,,R,p,1100,1,0942-76611,AMRO,130,,97,0,3,0,N,N,N,N,0,6,A,,F,P,,0,5,21,1988,,,WING 130mm
BARR,R,,,R,p,1100,2,0942-76611,AMRO,130,,97,1,3,0,N,N,N,N,0,6,1,,F,P,,0,5,23,1988,,,
BARR,R,,,R,p,1100,2,0942-76611,AMRO,130,,97,1,3,0,N,N,N,N,0,6,A,,F,P,,0,5,23,1988,,,
BARR,R,,,R,p,700,8,0942-76612,AMRO,126,,98,0,0,3,N,N,N,N,0,1,,,M,1,,0,5,28,1988,,,
BARR,R,,,R,p,700,8,0942-76612,AMRO,126,,98,0,0,3,N,N,N,N,0,1,,,M,P,,0,5,28,1988,,,
BARR,2,,,1,p,700,,0942-76612,AMRO,,,,,,,,,,,,1,,,U,,,0,4,17,1988,,,
BARR,R,,,R,p,800,4,0942-76612,AMRO,125,,94,0,0,3,N,N,N,N,0,5,1,,M,P,,0,4,24,1988,,,
BARR,R,,,R,p,800,4,0942-76612,AMRO,125,,94,0,0,3,N,N,N,N,0,5,H,,M,P,,0,4,24,1988,,,
BARR,2,,,1,p,945,,0942-76613,RWBL,125,,,,,,,,,,,6,A,,M,14,,0,4,17,1988,,,
BARR,R,,,R,p,1000,5,0942-76613,RWBL,0,,0,1,0,2,,,,,0,6,1,,M,1,,0,5,15,1988,,,
BARR,R,,,R,p,1000,5,0942-76613,RWBL,0,,0,1,0,2,,,,,0,6,A,,M,P,,0,5,15,1988,,,
BARR,2,,,1,p,1045,,0942-76614,HAWO,121,,,,,,N,N,N,N,,1,,,F,P,,0,4,17,1988,,,
BARR,2,,,1,p,830,10,0942-76615,AMRO,138,,111,0,,2,N,N,N,N,,6,A,,M,15,,0,4,18,1988,,,
BARR,2,,,1,p,830,10,0942-76616,EUST,123,,62,0,,,N,N,N,N,,5,13,,F,17,,0,4,18,1988,,,Bob Leasure
BARR,2,,,1,p,930,5,0942-76618,EUST,122,,65,,0,2,N,N,N,N,,5,H,,M,19,,0,4,23,1988,,,"LENGTH THROAT FEATHER,BILL, EYE FOR SEX"
BARR,2,,,1,p,745,,0942-76619,AMRO,134,,104,,2,,N,N,N,N,,1,,,F,16,,0,4,24,1988,,,
BARR,2,,,1,m,730,4,0942-76620,SPTO,86,,,0,0,0,N,N,N,N,,1,,,M,P,,0,4,25,1988,,,
BARR,2,,,1,p,730,10,0942-76621,EUST,121,,60,,3,,N,N,N,N,,5,14,,F,7,,0,4,25,1988,,,"IRIS, IRRIDESENCE, LENGTH=FEMALE"
BARR,R,,,R,p,1200,10,0942-76621,EUST,121,,0,0,3,0,N,N,N,N,0,5,1,,F,P,,0,5,7,1988,,,
BARR,R,,,R,p,1200,10,0942-76621,EUST,121,,0,0,3,0,N,N,N,N,0,5,H,,F,P,,0,5,7,1988,,,
BARR,2,,,1,p,1015,2,0942-76622,EUST,120,,59,,3,,N,N,N,N,,5,H,,F,7,,0,4,25,1988,,,LENGTH OF IRREDESENCE
BARR,R,,,R,p,800,6,0942-76623,AMRO,127,,102,0,1,3,N,N,N,N,0,5,1,,M,P,,0,5,16,1988,,,
BARR,R,,,R,p,800,6,0942-76623,AMRO,127,,102,0,1,3,N,N,N,N,0,5,H,,M,P,,0,5,16,1988,,,
BARR,2,,,1,p,1045,6,0942-76623,AMRO,130,,102,,,2,N,N,N,N,,5,H,,M,51,,0,4,25,1988,,,
BARR,R,,,R,p,1300,6,0942-76623,AMRO,128,,103,0,0,3,N,N,N,N,0,1,,,M,1,,0,5,23,1988,,,Dave Rizzo
BARR,R,,,R,p,1300,6,0942-76623,AMRO,128,,103,0,0,3,N,N,N,N,0,1,,,M,P,,0,5,23,1988,,,Dave Rizzo
BARR,2,,,1,p,1100,6,0942-76624,RWBL,125,,92,,,1,N,N,N,N,,5,H,,M,P,,0,4,25,1988,,,
BARR,2,,,1,p,1215,5,0942-76625,EUST,121,,60,,3,,N,N,N,N,,5,H,,F,3,,0,4,25,1988,,,IRRIDESENCE MEASUREMENT
BARR,2,,,1,p,1215,3,0942-76626,EUST,124,,64,,,1,N,N,N,N,,5,H,,M,3,,0,4,25,1988,,,IRRIDESENCE MEASUREMENT
BARR,2,,,1,p,830,,0942-76628,EUST,127,,68,0,0,2,,,,,,5,H,,M,7,,0,4,30,1988,,,
BARR,2,,,1,p,830,,0942-76629,RWBL,123,,90,0,,2,,,,,,6,A,,M,P,,0,4,30,1988,,,
BARR,2,,,1,p,1030,,0942-76630,EUST,126,,64,0,0,3,,,,,,5,H,,M,7,,0,4,30,1988,,,
BARR,2,,,1,p,830,,0942-76631,EUST,118,,,,3,,,,,,,5,H,,F,73,,0,4,30,1988,,,
BARR,R,,,R,p,915,7,0942-76631,EUST,0,,0,0,0,0,,,,,0,5,1,,F,P,,0,5,16,1988,,,ESCAPED FROM BANDER
BARR,R,,,R,p,915,7,0942-76631,EUST,0,,0,0,0,0,,,,,0,5,H,,F,P,,0,5,16,1988,,,ESCAPED FROM BANDER
BARR,2,,,1,p,1130,,0942-76632,RWBL,130,,,,,,,,,,,6,A,,M,P,,0,4,30,1988,,,
BARR,2,,,1,p,1130,,0942-76633,RWBL,124,,93,1,,3,N,N,N,N,,5,H,,M,P,,0,4,30,1988,,,
BARR,R,,,R,p,700,0,0942-76634,EUST,123,,62,0,3,0,N,N,N,N,0,6,1,,F,P,,0,5,15,1988,,,
BARR,R,,,R,p,700,0,0942-76634,EUST,123,,62,0,3,0,N,N,N,N,0,6,A,,F,P,,0,5,15,1988,,,
BARR,2,,,1,p,815,,0942-76634,EUST,,,,,,,,,,,,6,A,,F,,,,5,7,1988,,,
BARR,2,,,1,p,815,,0942-76635,EUST,116,,62,1,3,0,N,N,N,N,,5,H,,F,,,0,5,7,1988,,,
BARR,R,,,R,p,940,7,0942-76635,EUST,119,,58,0,3,0,N,N,N,N,0,5,1,,F,P,,0,5,28,1988,,,
BARR,R,,,R,p,940,7,0942-76635,EUST,119,,58,0,3,0,N,N,N,N,0,5,H,,F,P,,0,5,28,1988,,,
BARR,2,,,1,p,815,,0942-76636,RWBL,118,,85,1,0,3,N,N,N,N,,5,H,,M,P,,0,5,7,1988,,,
BARR,2,,,1,p,815,,0942-76637,RWBL,120,,92,0,0,1,N,N,N,N,,5,H,,M,P,,0,5,7,1988,,,
BARR,2,,,1,p,900,,0942-76638,EUST,122,,,0,3,,N,N,N,N,,5,H,,F,37,,0,5,7,1988,,,TAIL WORN
BARR,2,,,1,p,1100,,0942-76639,EUST,125,,,0,,1,N,N,N,N,,5,H,,M,37,,0,5,7,1988,,,
BARR,2,,,1,p,1100,,0942-76640,RWBL,117,,85,1,0,0,N,N,N,N,,5,H,,M,P,,0,5,7,1988,,,
BARR,2,,,1,p,1145,,0942-76641,RWBL,126,,,0,,1,N,N,N,N,,5,H,,M,P,,0,5,7,1988,,,
BARR,2,,,1,p,1200,5,0942-76642,RWBL,124,,,1,,1,Y,N,N,N,,6,A,,M,15,,0,5,7,1988,,,TAIL WORN
BARR,2,,,1,p,1230,8,0942-76644,EUST,,,,,,,,,,,,5,H,,F,71,,0,5,7,1988,,,
BARR,2,,,1,p,730,4,0942-76645,RWBL,125,,98,0,,1,N,N,N,N,,5,H,,M,15,,0,5,8,1988,,,
BARR,2,,,1,p,800,,0942-76646,EUST,130,,64,0,2,2,N,N,N,N,,2,,,M,7,,0,5,8,1988,,,
BARR,R,,,R,p,715,5,0942-76647,AMRO,120,,93,1,3,0,N,N,N,N,0,6,1,,F,P,,0,5,14,1988,,,
BARR,R,,,R,p,715,5,0942-76647,AMRO,120,,93,1,3,0,N,N,N,N,0,6,A,,F,P,,0,5,14,1988,,,
BARR,2,,,1,p,800,5,0942-76647,AMRO,121,,91,1,3,0,N,N,N,N,,1,,,F,6,,0,5,8,1988,,,
BARR,2,,,1,p,1030,5,0942-76648,EUST,118,,62,0,3,1,N,N,N,N,,5,H,,F,3,,0,5,8,1988,,,
BARR,2,,,1,p,1030,3,0942-76649,EUST,125,,64,0,3,3,N,N,N,N,,6,A,,M,7,,0,5,8,1988,,,
BARR,2,,,1,p,745,10,0942-76650,EUST,120,,60,,3,0,N,N,N,N,,5,H,,F,37,,0,5,9,1988,,,
BARR,2,,,1,p,745,9,0942-76651,EUST,120,,64,0,3,0,N,N,N,N,,5,H,,F,73,,0,5,9,1988,,,
BARR,2,,,1,p,950,5,0942-76652,EUST,,,,,,,,,,,,0,,,U,,,0,5,9,1988,,,
BARR,2,,,1,p,950,3,0942-76653,EUST,122,,64,0,3,2,N,N,N,N,,5,H,,F,37,,0,5,9,1988,,,
BARR,2,,,1,p,950,10,0942-76654,EUST,127,,67,0,3,2,N,N,N,N,,5,H,,M,37,,0,5,9,1988,,,
BARR,2,,,1,m,715,1,0942-76655,SPTO,81,,95,0,0,0,N,N,N,N,,5,13,,M,P,,0,5,14,1988,,,
BARR,2,,,1,p,815,10,0942-76656,EUST,133,,65,0,0,3,N,N,N,N,,5,H,,M,37,,0,5,14,1988,,,
BARR,2,,,1,p,1040,3,0942-76657,EUST,115,,61,0,3,0,N,N,N,N,,5,H,,F,7,,0,5,14,1988,,,
BARR,2,,,1,p,1040,4,0942-76658,EUST,129,,63,0,3,3,N,N,N,N,,5,H,,M,57,,0,5,14,1988,,,
BARR,2,,,1,p,1130,3,0942-76659,EUST,115,,65,,3,2,N,N,N,N,,6,A,,F,73,,0,5,14,1988,,,
BARR,2,,,1,p,700,8,0942-76660,AMRO,132,,109,0,0,3,N,N,N,N,,1,,,M,15,,0,5,15,1988,,,
BARR,2,,,1,p,700,4,0942-76661,RWBL,125,,92,2,0,2,N,N,N,N,,5,H,,M,P,,0,5,15,1988,,,
BARR,2,,,1,p,700,5,0942-76662,EUST,123,,,0,3,2,N,N,N,N,,5,H,,F,37,,0,5,15,1988,,,
BARR,R,,,R,p,1130,0,0942-76662,EUST,123,,0,0,3,2,N,N,N,N,0,0,1,,F,P,,0,5,16,1988,,,
BARR,2,,,1,p,1100,3,0942-76663,EUST,122,,60,1,3,1,N,N,N,N,,6,A,,F,73,,0,5,15,1988,,,
BARR,2,,,1,p,700,9,0942-76664,EUST,120,,54,0,3,1,N,N,N,N,,5,H,,F,7,,0,5,16,1988,,,
BARR,2,,,1,p,915,5,0942-76665,EUST,127,,59,,2,2,N,N,N,N,,5,H,,M,17,,0,5,16,1988,,,
BARR,2,,,1,p,1015,3,0942-76666,EUST,130,,64,0,3,1,N,N,N,N,,5,H,,F,37,,0,5,16,1988,,,
BARR,2,,,1,p,1045,7,0942-76667,EUST,128,,62,0,0,3,N,N,N,N,,5,H,,M,37,,0,5,16,1988,,,
BARR,2,,,1,p,1105,7,0942-76668,AMRO,139,,107,,0,2,N,N,N,N,,6,A,,M,P,,0,5,16,1988,,,
BARR,2,,,1,p,1115,6,0942-76669,EUST,125,,58,0,1,2,N,N,N,N,,5,H,,M,37,,0,5,16,1988,,,
BARR,2,,,1,p,1130,3,0942-76670,EUST,125,,60,,3,1,N,N,N,N,,5,H,,F,3,,0,5,16,1988,,,
BARR,R,,,R,m,700,0,0942-76671,SPTO,80,,92,0,0,2,N,N,N,N,0,5,1,,U,,,0,5,22,1988,,,TAIL FEATHERS VERY WORN
BARR,R,,,R,m,700,0,0942-76671,SPTO,80,,92,0,0,2,N,N,N,N,0,5,H,,U,,,0,5,22,1988,,,TAIL FEATHERS VERY WORN
BARR,2,,,1,m,1130,7,0942-76671,SPTO,81,,95,0,2,2,N,N,N,N,,5,H,,F,P,,35.4,5,16,1988,,,
BARR,2,,,1,p,1130,10,0942-76672,EUST,121,,62,0,2,,N,N,N,N,,5,H,,F,37,,0,5,16,1988,,,
BARR,2,,,1,p,1130,10,0942-76673,EUST,124,,60,0,0,3,N,N,N,N,,5,H,,M,73,,0,5,16,1988,,,
BARR,2,,,1,p,700,4,0942-76674,EUST,111,,65,0,0,0,N,Y,N,Y,,2,H,,U,,,0,5,23,1988,,,
BARR,2,,,1,p,820,6,0942-76675,EUST,119,,62,0,3,0,N,N,N,N,,5,H,,F,37,,0,5,23,1988,,,
BARR,2,,,1,p,820,6,0942-76676,HAWO,129,,85,0,0,3,N,N,N,N,,6,A,,M,P,,0,5,23,1988,,,EASTERN SPECIES
BARR,2,,,1,p,820,7,0942-76677,EUST,123,,63,0,0,3,N,N,N,N,,5,H,,M,75,,0,5,23,1988,,,
BARR,2,,,1,p,1045,6,0942-76678,EUST,109,,,1,0,0,N,Y,N,Y,,1,,,U,,,0,5,23,1988,,,
BARR,2,,,1,p,1300,6,0942-76679,AMRO,139,,110,,,,N,N,N,N,,6,,,M,P,,0,5,23,1988,,,
BARR,2,,,1,p,1115,3,0942-76680,EUST,127,,62,0,1,3,N,N,N,N,,6,17,,M,7,,0,5,28,1988,,,
BARR,2,,,1,p,630,11,0942-76681,AMRO,129,,,0,3,,N,N,N,N,,1,,,F,16,,0,5,29,1988,,,
BARR,2,,,1,p,630,10,0942-76682,EUST,117,,66,1,0,2,N,N,N,N,,5,H,,M,75,,0,6,5,1988,,,
BARR,2,,,1,p,630,10,0942-76683,RWBL,124,,90,0,0,2,N,N,N,N,,5,H,,M,P,,0,6,5,1988,,,
BARR,2,,,1,p,930,3,0942-76684,EUST,115,,59,0,3,2,N,N,N,N,9,5,H,,F,73,,,6,5,1988,,,
BARR,2,,,1,p,830,7,0942-76685,RWBL,123,,90,0,0,2,N,N,N,Y,9,5,H,,M,15,,,6,11,1988,,,
BARR,2,,,1,p,1015,1,0942-76686,EUST,124,,62,0,3,2,N,N,N,N,9,5,H,,F,3,,,6,11,1988,,,
BARR,2,,,1,p,830,4,0942-76687,RWBL,125,,92,0,0,3,N,N,N,N,9,5,H,,M,P,,,6,12,1988,,,
BARR,R,,,R,m,730,32,0942-76694,SPTO,83,,0,0,9,9,N,N,N,N,9,0,,,U,,,0,10,1,1988,,,
BARR,2,,,1,m,745,33,0942-76694,SPTO,81,,97,1,9,9,N,N,N,N,2,1,2,,F,P,,36,9,24,1988,,,
BARR,2,,,1,p,1920,92,0942-76695,KILL,164,,95,0,9,9,Y,N,N,N,9,1,,,U,,,96,9,3,1988,,,
BARR,2,,,1,p,830,27,0942-76696,EUST,121,,64,1,9,9,Y,N,N,N,9,1,A,,F,P,,76,10,15,1988,,,IRR=9  OSS>2  CUL 19.2MM
BARR,2,,,1,p,800,27,0942-76697,EUST,127,,66,0,9,9,Y,N,N,N,2,2,H,,U,,,77,10,15,1988,,,IRR= 7MM  OSS>2  CUL=17.2 MM
BARR,2,,,1,p,800,27,0942-76698,EUST,122,,62,1,9,9,N,N,N,N,3,1,A,,U,,,79,10,15,1988,,,IRR= 8.5MM  OSS >2  CUL 18.3MM
BARR,2,,,1,p,800,27,0942-76699,EUST,124,,68,0,9,9,N,N,N,N,3,1,12,,U,,,75,10,15,1988,,,IRR=12.1  OSS>2   CUL 20.1MM
BARR,2,,,1,p,800,27,0942-76700,EUST,120,,63,0,9,9,N,N,N,N,9,0,,,F,P,,0,10,15,1988,,,IRR=3 MM   CUL= 17.2 MM
BARR,2,,,1,p,,,0962-48779,RWBL,127,,,,,,,,,,,6,A,,M,P,,,1,16,1999,,,
BARR,2,,,1,p,,,0962-48780,RWBL,130,,,,,,,,,,,6,A,,M,P,,,1,16,1999,,,
BARR,2,,,1,p,,,0962-48781,RWBL,136,,,,,,,,,,,6,A,,M,P,,,5,15,1999,,,
BARR,2,,,1,p,,,0962-48782,AMRO,134,,,,,,,,,,,1,,,M,C,,,5,15,1999,,,
BARR,2,,,1,s,,,0962-48783,YHBL,116,,,,,,,,,,,6,A,,F,P,,,5,15,1999,,,
BARR,2,,,1,p,,,0962-48784,RWBL,126,,,,,,,,,,,5,H,,M,P,,,5,15,1999,,,
BARR,2,,,1,p,,,0962-48799,EUST,128,,,,,,,,,,,0,,,U,,,,9,18,1999,,,
BARR,2,,,1,p,,,0962-48800,EUST,123,,,,,,,,,,,1,S,,U,,,,10,25,1999,,,
BARR,2,BG,BG,1,p,800,17,0972-23123,AMRO,136,140,96,0,,,3,8,2,6,,1,AM,,U,,,82.9,8,17,2003,,,
BARR,2,BG,TL,1,p,850,21,0972-23124,AMRO,130,135,,1,,,3,7,2,N,,1,AM,,U,,,74.6,8,18,2003,,,
BARR,2,MJ,TH,1,p,920,2,0972-23125,AMRO,132,136,98,0,,,2,7,2,6,,1,SM,,F,P,,86.8,9,4,2003,,,
BARR,2,MJ,LH,1,m,950,23,0972-23126,SPTO,84,88,96,0,,,N,N,N,N,,2,SE,,F,P,,38.1,9,22,2003,,,
BARR,2,MJ,TH,1,m,1020,1,0972-23127,SPTO,86,89,95,2,,,N,N,N,N,,1,E,,M,P,,40.7,10,8,2003,,,
BARR,2,MJ,TH,1,m,1110,2,0972-23128,SPTO,79,82,94,2,,,N,N,N,N,,1,E,,F,P,,37.3,10,8,2003,,,
BARR,2,MJ,AV,1,p,930,31,0972-23159,AMRO,130,134,100,0,,,N,6,1,2,6,1,S,,U,,,76.5,8,25,2004,,,
BARR,2,BG,TS,1,p,1040,13,0972-23160,HAWO,132,138,80,0,,,2,8,N,1,,1,A,,M,P,,72.5,9,28,2004,,,Retained lesser covs and PP covs (mountain sp.)
BARR,2,BG,TS,1,m,800,30,0972-23161,SPTO,90,93,102,2,,,2,N,N,N,,1,E,,M,W,,41.8,10,6,2004,,,
BARR,2,MJ,JH,1,m,800,18,0972-23162,SSHA,172,178,140,0,,,N,N,N,N,,2,JE,,M,P,,102.1,10,8,2004,,,Golf ball sized lump in furcular area -- full crop??
BARR,2,MJ,GB,1,p,1010,12,0972-23163,BLJA,129,135,117,0,,,N,N,N,N,,6,AG,,U,,,84.1,10,15,2004,,,
BARR,2,MJ,TS,1,m,910,99,0972-23164,SSHA,172,175,141,2,,,N,N,N,N,,2,1,,M,W,,97.7,10,22,2004,,,
BARR,2,,,1,p,,,0972-23211,RWBL,132,,,,,,,,,,,1,A,,M,P,,,12,9,2001,,,
BARR,2,SN,SN,1,p,1200,14,0972-23422,AMRO,132,136,,1,,,3,7,2,,,1,A,,F,P,,77.5,8,23,2006,,,
BARR,2,SN,NG,1,p,1150,8,0972-23423,AMRO,137,141,114,1,,,N,N,N,N,6,1,RA,,F,P,,74.7,10,23,2006,,,
BARR,2,,,1,m,930,3,0972-43641,BRTH,97,,,1,0,0,Y,N,N,N,2,2,S,,U,,,65.3,10,7,1994,,,
BARR,2,,,1,p,1210,,0972-43652,RWBL,127,,,1,,,,,,,,6,A,,M,P,,,2,26,1995,,,
BARR,2,,,1,p,1230,,0972-43653,RWBL,133,,,2,,,,,,,,6,A,,M,P,,,2,26,1995,,,
BARR,2,,,1,p,1230,,0972-43654,RWBL,129,,,1,,,,,,,,6,A,,M,P,,,2,26,1995,,,
BARR,2,,,1,p,1250,,0972-43655,RWBL,133,,,1,,,,,,,,6,A,,M,P,,,2,26,1995,,,
BARR,2,,,1,p,1250,,0972-43656,RWBL,129,,,2,,,,,,,,6,A,,M,P,,74.8,2,26,1995,,,
BARR,2,,,1,p,1250,,0972-43657,RWBL,132,,,1,,,,,,,,6,A,,M,P,,68.6,2,26,1995,,,
BARR,2,,,1,p,1250,,0972-43658,RWBL,132,,,0,,,,,,,,6,A,,M,P,,,2,26,1995,,,
BARR,2,,,1,p,1250,,0972-43659,RWBL,133,,,1,,,,,,,,6,A,,M,P,,75.3,2,26,1995,,,
BARR,2,,,1,p,1310,,0972-43660,RWBL,132,,,1,,,,,,,,6,A,,M,P,,64.6,2,26,1995,,,
BARR,2,,,1,p,1310,,0972-43661,RWBL,127,,,1,,,,,,,,6,A,,M,P,,70,2,26,1995,,,
BARR,2,,,1,p,1310,,0972-43662,RWBL,133,,,1,,,,,,,,6,A,,M,P,,66.2,2,26,1995,,,
BARR,2,,,1,p,1330,,0972-43663,RWBL,130,,,0,,,,,,,,6,A,,M,P,,,2,26,1995,,,
BARR,2,,,1,p,1330,,0972-43664,RWBL,129,,,0,,,,,,,,6,A,,M,P,,,2,26,1995,,,
BARR,2,,,1,p,1330,,0972-43665,RWBL,133,,,0,,,,,,,,6,A,,M,P,,,2,26,1995,,,
BARR,2,,,1,p,1330,,0972-43666,RWBL,123,,,,,,,,,,,5,H,,M,P,,68.7,2,26,1995,,,
BARR,2,,,1,p,1350,,0972-43667,RWBL,126,,,0,,,,,,,,6,A,,M,P,,73.2,2,26,1995,,,
BARR,2,SN,TS,1,p,1000,11,0972-71627,AMRO,138,140,110,1,,,3,8,3,3,,1,A,,M,P,,89.3,8,20,2005,,,
BARR,2,SN,TS,1,p,700,3,0972-71628,AMRO,133,136,106,0,,,3,9,4,2,,1,M,,F,P,,90.6,8,29,2005,,,
BARR,2,SN,TS,1,p,1200,11,0972-71629,AMRO,126,129,100,1,,,3,8,2,6,,1,M,,F,P,,80.3,9,3,2005,,,
BARR,2,SN,NG,1,p,700,2,0972-71630,AMRO,130,134,102,1,,,2,N,N,N,,2,J,,U,,,72,9,5,2005,,,
BARR,2,SN,AS,1,m,930,18,0972-71631,COPO,142,144,85,2,,,1,N,N,N,,1,A,,U,,,53.6,9,13,2005,,,
BARR,2,SN,NG,1,m,920,16,0972-71632,GRCA,95,97,102,2,,,2,7,6,2,,1,AE,,U,,,38.6,9,29,2005,,,
BARR,2,SN,NG,1,p,910,19,0972-71633,EUST,130,132,72,1,,,1,N,N,N,6,1,S,,M,G,,75.4,10,26,2005,,,
